point_a,point_b,distance,max_speed,road_condition,traffic_condition,date,departure_time,vehicle_type,driver_age,travel_time
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,77.53,0,1,2023-02-19,14:18,Semi-truck,40,13.25
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,72.96,1,0,2023-11-30,08:10,Truck,21,6.5
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,67.49,1,1,2023-07-09,03:56,Truck,28,1.32
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.51,1,2,2023-07-06,05:58,Motorcycle,23,4.91
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,72.76,3,1,2023-02-17,12:38,Sedan,63,53.01
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,72.08,1,1,2023-09-02,05:51,SUV,49,5.69
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,74.19,2,0,2023-04-06,03:32,Motorcycle,53,9.87
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,72.96,3,1,2023-02-27,23:52,Motorcycle,51,51.77
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,69.48,2,2,2023-07-28,08:30,SUV,53,2.66
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,71.34,1,0,2023-08-15,06:07,Motorcycle,29,12.83
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.36,1,0,2023-04-02,02:44,Semi-truck,56,4.55
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,71.23,1,0,2023-01-16,23:02,SUV,37,0.72
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,66.11,2,2,2023-07-28,23:05,Semi-truck,18,2.94
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,77.78,3,1,2023-05-22,14:39,Sedan,34,2.49
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,71.7,0,1,2023-06-16,17:42,SUV,56,37.64
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,71.53,3,1,2023-03-11,19:38,Sedan,68,6.48
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,74.34,1,0,2023-02-06,02:49,Motorcycle,38,2.32
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,64.1,2,1,2023-08-04,01:23,Sedan,30,15.67
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,68.52,0,0,2023-11-24,18:53,Truck,61,7.71
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,68.19,1,2,2023-08-12,23:31,Motorcycle,39,4.2
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,68.23,3,0,2023-09-12,19:39,Truck,45,38.33
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,72.07,2,0,2023-11-02,19:08,Semi-truck,60,3.89
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,68.5,1,2,2023-03-30,22:52,Sedan,52,10.78
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,70.39,1,1,2023-06-25,23:01,Car/Trailer,37,21.86
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,74.2,2,0,2023-02-19,05:40,Motorcycle,60,38.74
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,77.35,2,0,2023-03-16,00:20,Semi-truck,49,6.85
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,64.43,1,1,2023-05-06,21:58,Car/Trailer,43,39.65
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,77.64,1,2,2023-12-30,19:40,Sedan,44,2.2
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,74.85,2,0,2023-05-08,00:27,Semi-truck,59,21.9
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,68.85,0,0,2023-08-24,16:03,Car/Trailer,31,56.57
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,72.97,1,2,2023-10-18,12:39,Car/Trailer,55,6.77
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,66.19,2,2,2023-07-20,15:53,Semi-truck,55,0.62
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,71.5,1,0,2023-12-13,22:31,Sedan,64,6.21
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,71.17,1,2,2023-10-13,20:05,Sedan,43,20.98
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,75.62,1,1,2023-04-28,14:04,Motorcycle,29,50.25
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.84,2,0,2023-08-04,21:46,Motorcycle,18,4.39
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,66.12,2,1,2023-06-09,22:52,Car/Trailer,29,1.64
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,68.11,1,2,2023-04-29,17:26,Sedan,55,1.65
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,66.61,3,2,2023-09-24,07:35,Sedan,68,23.02
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,69.73,0,1,2023-02-26,14:20,Semi-truck,61,16.56
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,74.51,2,0,2023-02-12,20:29,SUV,57,37.61
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.55,1,1,2023-01-01,00:30,Truck,55,4.56
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,71.15,2,0,2023-08-11,18:28,SUV,42,4.56
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,67.57,1,1,2023-07-16,07:51,SUV,35,39.27
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,76.89,2,2,2023-06-09,10:42,Motorcycle,19,2.56
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,72.2,2,0,2023-08-07,16:41,Motorcycle,27,39.52
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,78.13,0,1,2023-03-14,14:00,Truck,32,1.62
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,73.38,2,2,2023-09-04,14:30,SUV,49,54.74
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,75.3,3,1,2023-12-19,22:50,Sedan,52,14.52
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,71.14,3,2,2023-03-03,16:20,Sedan,48,2.93
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.15,0,2,2023-09-22,06:43,Semi-truck,62,5.16
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,67.72,2,0,2023-03-20,00:30,Motorcycle,25,11.04
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,73.57,3,0,2023-09-14,22:09,Truck,29,14.82
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,70.59,0,2,2023-05-04,00:23,Sedan,69,4.95
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,76.04,3,2,2023-05-11,19:58,Semi-truck,37,35.57
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,72.17,0,0,2023-02-24,14:59,Sedan,57,1.21
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,69.14,2,1,2023-11-22,10:00,Motorcycle,53,51.35
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,68.96,3,1,2023-06-25,19:06,Sedan,28,54.38
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,74.76,3,2,2023-10-14,13:53,Car/Trailer,32,2.09
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,64.0,3,1,2023-01-14,12:25,Car/Trailer,66,5.87
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,69.62,1,2,2023-06-20,08:56,Sedan,22,1.33
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,73.06,0,2,2023-03-27,22:45,Truck,22,4.77
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.04,2,2,2023-08-19,16:37,SUV,67,4.74
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.47,3,2,2023-01-13,20:11,Truck,44,4.54
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.27,3,0,2023-06-29,02:45,SUV,24,3.97
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.6,3,2,2023-10-19,08:58,Motorcycle,65,4.65
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,72.67,2,0,2023-01-14,21:23,Motorcycle,64,3.41
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,73.73,2,0,2023-02-20,19:08,Car/Trailer,40,37.24
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.14,3,1,2023-04-21,12:25,Car/Trailer,24,4.8
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,67.72,1,1,2023-07-07,21:19,Car/Trailer,41,52.42
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.39,0,1,2023-09-13,07:32,Car/Trailer,61,3.87
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,70.42,3,1,2023-05-25,09:31,SUV,62,51.92
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,70.48,0,2,2023-06-23,00:01,Car/Trailer,30,0.27
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.67,2,0,2023-10-31,20:03,Semi-truck,38,4.42
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,75.38,3,1,2023-01-01,21:21,Motorcycle,55,13.29
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.11,1,0,2023-07-23,18:07,Car/Trailer,58,4.45
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,68.57,1,1,2023-08-16,16:02,Car/Trailer,47,5.26
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.94,2,1,2023-08-22,04:50,Semi-truck,21,4.63
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.45,2,0,2023-08-15,02:12,Semi-truck,25,4.43
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,66.14,0,2,2023-12-23,02:27,Truck,65,55.53
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.71,2,1,2023-11-03,23:28,Car/Trailer,61,5.2
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,69.41,3,0,2023-02-05,22:21,Sedan,55,51.61
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,69.9,2,2,2023-05-23,19:33,Truck,58,39.7
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,67.39,2,1,2023-03-07,22:07,SUV,32,39.1
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.65,0,1,2023-09-17,22:04,Truck,43,4.66
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,69.34,1,1,2023-03-01,09:56,Motorcycle,34,5.32
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,68.07,2,2,2023-04-24,03:47,Sedan,67,14.22
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,69.96,2,1,2023-01-26,11:14,Truck,39,8.04
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,74.3,1,2,2023-03-02,23:13,SUV,50,2.51
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.96,3,0,2023-06-28,01:50,Motorcycle,18,4.81
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,71.43,0,0,2023-04-20,01:26,Motorcycle,33,14.03
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,73.6,2,2,2023-09-06,03:27,SUV,26,6.19
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,65.27,3,2,2023-10-17,00:24,Car/Trailer,39,5.47
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,76.47,2,1,2023-05-03,08:34,Truck,55,5.21
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.91,0,2,2023-07-12,18:14,Motorcycle,50,4.88
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,71.58,1,1,2023-08-03,14:43,Truck,57,2.72
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,70.05,2,2,2023-04-15,13:11,Motorcycle,57,0.53
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,65.11,2,1,2023-10-31,04:09,Car/Trailer,33,15.11
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,73.84,2,0,2023-11-28,11:14,Truck,59,53.52
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,70.76,2,1,2023-04-26,05:04,Truck,20,51.01
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.82,0,2,2023-01-01,02:36,Truck,32,4.45
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.68,0,1,2023-04-24,19:19,Truck,57,5.36
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.0,2,0,2023-04-18,00:00,Sedan,62,4.68
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,72.21,0,2,2023-01-23,07:05,Sedan,44,50.31
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,71.59,2,1,2023-10-28,20:25,Sedan,68,2.85
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.06,3,0,2023-07-31,23:22,Sedan,60,5.82
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.16,1,0,2023-05-01,17:12,Truck,22,4.91
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.54,0,2,2023-09-18,04:58,Motorcycle,59,4.07
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,70.24,0,2,2023-04-08,01:39,Truck,63,4.85
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.25,1,1,2023-11-26,16:34,Sedan,54,4.33
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.64,0,1,2023-10-24,16:13,SUV,50,4.66
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,64.18,1,2,2023-01-21,08:08,Car/Trailer,68,5.5
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,69.79,2,1,2023-03-15,09:45,Motorcycle,50,17.49
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.47,1,1,2023-01-12,14:59,Sedan,44,5.28
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,72.09,2,1,2023-04-24,10:59,SUV,28,3.31
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.68,1,1,2023-08-26,01:01,Semi-truck,55,4.39
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,71.28,2,0,2023-07-31,08:34,Sedan,50,5.24
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,65.33,1,2,2023-03-20,09:38,Motorcycle,40,14.43
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,75.51,3,1,2023-03-05,09:21,SUV,31,10.01
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,65.82,0,0,2023-08-15,14:19,Motorcycle,43,42.05
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,74.07,0,0,2023-02-08,10:30,Sedan,60,3.35
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,76.36,1,2,2023-01-13,15:03,SUV,53,5.06
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,73.35,1,2,2023-09-03,00:00,Semi-truck,58,39.19
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,69.63,1,0,2023-08-28,04:53,Motorcycle,56,21.23
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,65.7,2,2,2023-12-14,11:11,Semi-truck,56,5.17
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,67.59,0,2,2023-02-05,10:20,Truck,38,41.91
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,71.75,3,1,2023-01-03,07:24,Motorcycle,29,5.31
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,74.44,1,0,2023-10-12,08:09,Motorcycle,56,53.33
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,73.36,2,1,2023-06-16,14:21,Semi-truck,29,6.28
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,73.36,1,2,2023-09-14,20:38,Motorcycle,34,53.16
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,71.32,2,2,2023-03-12,21:31,SUV,64,1.88
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,69.06,2,2,2023-12-24,04:37,Sedan,39,6.58
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,71.76,2,0,2023-07-26,16:52,Semi-truck,51,2.57
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,68.72,2,2,2023-07-16,06:11,SUV,40,0.65
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,74.69,0,0,2023-10-10,12:22,Motorcycle,34,51.19
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,76.73,1,2,2023-10-28,02:51,SUV,54,4.26
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,67.12,2,2,2023-10-10,13:57,Car/Trailer,29,43.27
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,71.75,0,0,2023-11-15,10:02,Semi-truck,21,17.0
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,71.16,2,2,2023-02-15,05:51,Car/Trailer,37,36.15
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,69.55,1,1,2023-07-12,12:52,Sedan,37,6.69
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.19,2,1,2023-12-30,06:07,Semi-truck,63,4.52
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.24,3,0,2023-10-04,21:29,Car/Trailer,35,5.46
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,77.54,0,1,2023-02-19,07:44,Semi-truck,19,51.35
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,70.61,3,2,2023-01-28,14:53,Motorcycle,46,2.22
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,76.28,0,2,2023-10-14,02:25,SUV,20,14.55
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,67.61,3,0,2023-03-02,21:00,Truck,62,50.89
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,77.32,3,2,2023-04-03,03:46,Sedan,61,5.14
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,64.71,1,0,2023-10-15,09:51,Truck,43,14.43
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,65.23,1,0,2023-05-01,18:52,Truck,69,22.93
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,62.82,0,1,2023-02-26,16:14,Truck,40,55.77
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.5,2,1,2023-02-21,10:00,Sedan,33,4.54
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,70.84,2,0,2023-12-27,08:33,SUV,65,1.24
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,76.21,3,1,2023-03-10,05:56,SUV,68,3.86
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,71.77,0,1,2023-08-03,05:58,SUV,28,1.01
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,71.31,0,1,2023-02-05,05:55,Car/Trailer,63,49.41
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,71.2,0,2,2023-10-16,07:13,Semi-truck,65,14.24
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,66.03,0,1,2023-10-22,18:02,Sedan,68,6.76
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,72.71,0,1,2023-10-10,03:24,SUV,67,13.14
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,72.91,0,2,2023-05-30,04:50,Sedan,33,0.98
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,69.93,1,0,2023-10-02,04:24,SUV,26,4.57
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,76.54,0,1,2023-04-11,01:47,Car/Trailer,32,6.61
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,67.67,3,0,2023-07-20,23:22,Semi-truck,54,1.66
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,65.32,2,1,2023-09-28,15:17,SUV,66,6.37
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,73.65,3,0,2023-04-28,13:18,Car/Trailer,61,2.34
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,75.18,1,1,2023-11-12,06:04,Car/Trailer,18,3.2
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,68.67,0,0,2023-06-21,19:48,Sedan,30,15.58
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,66.76,0,0,2023-02-21,19:45,Sedan,22,53.99
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,68.68,0,2,2023-09-17,19:42,Sedan,42,42.31
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.04,1,0,2023-09-05,22:48,SUV,42,4.26
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.95,2,2,2023-10-31,05:32,Motorcycle,60,4.53
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,74.97,0,2,2023-03-28,23:18,Car/Trailer,40,1.13
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,66.54,1,2,2023-07-17,10:12,Motorcycle,37,1.59
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,71.13,0,0,2023-10-24,02:37,Car/Trailer,63,48.44
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,68.03,3,2,2023-03-13,22:39,Semi-truck,54,39.96
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,67.37,3,0,2023-04-07,12:01,Car/Trailer,19,52.4
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,72.54,2,1,2023-10-22,19:21,SUV,55,0.76
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,76.12,0,0,2023-05-23,20:42,Semi-truck,52,1.53
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.83,0,0,2023-03-04,03:34,Motorcycle,20,5.62
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,64.69,1,0,2023-10-10,03:09,Motorcycle,62,4.77
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,78.38,3,2,2023-10-13,23:37,Car/Trailer,68,13.87
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,72.99,3,0,2023-01-14,08:49,Sedan,61,36.98
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,72.29,3,1,2023-06-15,10:32,Sedan,65,7.3
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,71.9,0,0,2023-02-02,17:35,Truck,48,51.36
